               time      dR_m      dT_m      dN_m
2024-01-01T19:57:00  0.006498 -0.008664  0.007881
2024-01-01T19:58:00  0.007226 -0.004662  0.008499
2024-01-01T19:59:00  0.007522 -0.010309  0.009490
2024-01-01T20:00:00  0.007443 -0.012646  0.011124
2024-01-01T20:01:00  0.007684 -0.008231  0.011097
2024-01-01T20:02:00  0.007333 -0.013379  0.012642
2024-01-01T20:03:00  0.006919 -0.016335  0.012875
2024-01-01T20:04:00  0.006479 -0.011014  0.013779
2024-01-01T20:05:00  0.006438 -0.016052  0.015120
2024-01-01T20:06:00  0.006407 -0.018365  0.014780
2024-01-01T20:07:00  0.005697 -0.013582  0.015632
2024-01-01T20:08:00  0.004902 -0.019203  0.016395
2024-01-01T20:09:00  0.004553 -0.021084  0.017191
2024-01-01T20:10:00  0.004665 -0.021327  0.017621
2024-01-01T20:11:00  0.003359 -0.020863  0.017715
2024-01-01T20:12:00  0.003366 -0.023462  0.018312
2024-01-01T20:13:00  0.001867 -0.023556  0.018332
2024-01-01T20:14:00  0.001105 -0.023223  0.018257
2024-01-01T20:15:00  0.000415 -0.025070  0.017667
2024-01-01T20:16:00 -0.000024 -0.024996  0.017607
2024-01-01T20:17:00 -0.000479 -0.020269  0.017302
2024-01-01T20:18:00 -0.001696 -0.021951  0.016449
2024-01-01T20:19:00 -0.001716 -0.026254  0.016233
2024-01-01T20:20:00 -0.002193 -0.021319  0.015157
2024-01-01T20:21:00 -0.002706 -0.022528  0.014108
2024-01-01T20:22:00 -0.003061 -0.026773  0.013615
2024-01-01T20:23:00 -0.002910 -0.026843  0.012750
2024-01-01T20:24:00 -0.003320 -0.023369  0.011310
2024-01-01T20:25:00 -0.004015 -0.027176  0.010080
2024-01-01T20:26:00 -0.004590 -0.026249  0.008190
2024-01-01T20:27:00 -0.004131 -0.022766  0.006688
2024-01-01T20:28:00 -0.003537 -0.026692  0.005516
2024-01-01T20:29:00 -0.004324 -0.025654  0.003922
2024-01-01T20:30:00 -0.004980 -0.022433  0.001575
2024-01-01T20:31:00 -0.004603 -0.025582 -0.000047
2024-01-01T20:32:00 -0.004302 -0.025650 -0.002003
2024-01-01T20:33:00 -0.004834 -0.021951 -0.004041
2024-01-01T20:34:00 -0.004583 -0.026354 -0.004795
2024-01-01T20:35:00 -0.004687 -0.024882 -0.007304
2024-01-01T20:36:00 -0.004807 -0.022027 -0.009732
2024-01-01T20:37:00 -0.003543 -0.025673 -0.011480
2024-01-01T20:38:00 -0.003669 -0.025467 -0.013186
2024-01-01T20:39:00 -0.004035 -0.026549 -0.014521
2024-01-01T20:40:00 -0.003647 -0.020708 -0.016772
2024-01-01T20:41:00 -0.003845 -0.024348 -0.018949
2024-01-01T20:42:00 -0.004086 -0.025645 -0.020704
2024-01-01T20:43:00 -0.003496 -0.019801 -0.022298
2024-01-01T20:44:00 -0.002762 -0.024171 -0.023411
2024-01-01T20:45:00 -0.002361 -0.025487 -0.024875
2024-01-01T20:46:00 -0.002793 -0.019855 -0.026623
2024-01-01T20:47:00 -0.002445 -0.023051 -0.028013
2024-01-01T20:48:00 -0.002629 -0.023884 -0.028614
2024-01-01T20:49:00 -0.002595 -0.019236 -0.030091
2024-01-01T20:50:00 -0.003530 -0.022448 -0.030093
2024-01-01T20:51:00 -0.003537 -0.023620 -0.030491
2024-01-01T20:52:00 -0.003300 -0.017784 -0.031019
2024-01-01T20:53:00 -0.003398 -0.022183 -0.032003
2024-01-01T20:54:00 -0.003905 -0.023594 -0.031968
2024-01-01T20:55:00 -0.003616 -0.022583 -0.032317
2024-01-01T20:56:00 -0.004226 -0.021868 -0.032162
2024-01-01T20:57:00 -0.003630 -0.023230 -0.031943
2024-01-01T20:58:00 -0.003476 -0.022080 -0.031765
2024-01-01T20:59:00 -0.003440 -0.021547 -0.030233
2024-01-01T21:00:00 -0.003496 -0.022558 -0.030359
2024-01-01T21:01:00 -0.003145 -0.021166 -0.029469
2024-01-01T21:02:00 -0.002880 -0.015546 -0.028703
2024-01-01T21:03:00 -0.004252 -0.016383 -0.027307
2024-01-01T21:04:00 -0.002862 -0.020196 -0.026361
2024-01-01T21:05:00 -0.002702 -0.014567 -0.025052
2024-01-01T21:06:00 -0.003112 -0.014935 -0.023899
2024-01-01T21:07:00 -0.003334 -0.018076 -0.023055
2024-01-01T21:08:00 -0.002964 -0.017673 -0.021586
2024-01-01T21:09:00 -0.003190 -0.013490 -0.019984
2024-01-01T21:10:00 -0.003441 -0.017528 -0.019038
2024-01-01T21:11:00 -0.002585 -0.016005 -0.017617
2024-01-01T21:12:00 -0.002662 -0.013116 -0.014975
2024-01-01T21:13:00 -0.002477 -0.016466 -0.013979
2024-01-01T21:14:00 -0.002145 -0.016302 -0.011429
2024-01-01T21:15:00 -0.001270 -0.013064 -0.009494
2024-01-01T21:16:00 -0.000764 -0.017337 -0.008040
2024-01-01T21:17:00 -0.000669 -0.017230 -0.006098
2024-01-01T21:18:00  0.000445 -0.013212 -0.004660
2024-01-01T21:19:00  0.000892 -0.018449 -0.002963
2024-01-01T21:20:00  0.002290 -0.017153 -0.001490
2024-01-01T21:21:00  0.002759 -0.013868 -0.000271
2024-01-01T21:22:00  0.002891 -0.019183  0.000848
2024-01-01T21:23:00  0.003541 -0.018638  0.002075
2024-01-01T21:24:00  0.003503 -0.020091  0.004232
2024-01-01T21:25:00  0.003607 -0.015289  0.005401
2024-01-01T21:26:00  0.003291 -0.020364  0.005961
2024-01-01T21:27:00  0.003803 -0.021613  0.006759
2024-01-01T21:28:00  0.003716 -0.017702  0.007910
2024-01-01T21:29:00  0.003156 -0.020975  0.008686
2024-01-01T21:30:00  0.003110 -0.024366  0.009754
2024-01-01T21:31:00  0.003560 -0.019767  0.010880
2024-01-01T21:32:00  0.002811 -0.024582  0.011588
2024-01-01T21:33:00  0.001984 -0.026873  0.011986
2024-01-01T21:34:00  0.002211 -0.022155  0.012481
2024-01-01T21:35:00  0.002236 -0.026933  0.012521
2024-01-01T21:36:00  0.001975 -0.028946  0.014144
2024-01-01T21:37:00  0.001844 -0.024741  0.013677
2024-01-01T21:38:00  0.001661 -0.028687  0.013814
2024-01-01T21:39:00  0.001325 -0.030858  0.015160
2024-01-01T21:40:00  0.001254 -0.031138  0.015459
2024-01-01T21:41:00  0.001086 -0.030853  0.015241
2024-01-01T21:42:00  0.000715 -0.032596  0.015785
2024-01-01T21:43:00  0.001414 -0.032678  0.015830
2024-01-01T21:44:00 -0.000159 -0.031270  0.016085
2024-01-01T21:45:00  0.000024 -0.033948  0.016024
2024-01-01T21:46:00  0.000023 -0.032731  0.016399
2024-01-01T21:47:00 -0.001130 -0.027339  0.015406
2024-01-01T21:48:00 -0.002054 -0.029062  0.015495
2024-01-01T21:49:00 -0.002142 -0.032728  0.016349
2024-01-01T21:50:00 -0.002080 -0.027542  0.015765
2024-01-01T21:51:00 -0.002486 -0.028488  0.015517
2024-01-01T21:52:00 -0.004187 -0.032038  0.015448
2024-01-01T21:53:00 -0.004333 -0.031439  0.016414
2024-01-01T21:54:00 -0.004663 -0.028289  0.014709
2024-01-01T21:55:00 -0.005635 -0.031316  0.015136
2024-01-01T21:56:00 -0.006797 -0.030207  0.014602
2024-01-01T21:57:00 -0.007994 -0.027296  0.015019
2024-01-01T21:58:00 -0.008375 -0.030761  0.014457
2024-01-01T21:59:00 -0.008532 -0.029162  0.014582
2024-01-01T22:00:00 -0.009676 -0.024282  0.013310
2024-01-01T22:01:00 -0.009532 -0.028198  0.013196
2024-01-01T22:02:00 -0.010267 -0.026360  0.012847
2024-01-01T22:03:00 -0.010978 -0.022824  0.013114
2024-01-01T22:04:00 -0.010607 -0.025241  0.012113
2024-01-01T22:05:00 -0.011496 -0.023965  0.011730
2024-01-01T22:06:00 -0.010998 -0.019599  0.010559
2024-01-01T22:07:00 -0.011211 -0.024005  0.010081
2024-01-01T22:08:00 -0.011209 -0.022242  0.009649
2024-01-01T22:09:00 -0.011531 -0.022397  0.009185
2024-01-01T22:10:00 -0.011018 -0.015911  0.007812
2024-01-01T22:11:00 -0.010815 -0.019260  0.007687
2024-01-01T22:12:00 -0.011265 -0.019450  0.005943
2024-01-01T22:13:00 -0.011087 -0.013430  0.004923
2024-01-01T22:14:00 -0.010425 -0.016967  0.004281
2024-01-01T22:15:00 -0.010784 -0.017533  0.002937
2024-01-01T22:16:00 -0.009961 -0.010713  0.002257
2024-01-01T22:17:00 -0.009562 -0.014108  0.000889
2024-01-01T22:18:00 -0.009420 -0.014629  0.000510
2024-01-01T22:19:00 -0.009458 -0.008063  0.000127
2024-01-01T22:20:00 -0.008213 -0.011231 -0.001281
2024-01-01T22:21:00 -0.008396 -0.012151 -0.001610
2024-01-01T22:22:00 -0.007264 -0.006059 -0.002946
2024-01-01T22:23:00 -0.007722 -0.009596 -0.002975
2024-01-01T22:24:00 -0.008330 -0.010031 -0.004713
2024-01-01T22:25:00 -0.007376 -0.008493 -0.004665
2024-01-01T22:26:00 -0.007113 -0.007087 -0.005566
2024-01-01T22:27:00 -0.007512 -0.007847 -0.006481
2024-01-01T22:28:00 -0.007231 -0.006850 -0.006727
2024-01-01T22:29:00 -0.006514 -0.004971 -0.006816
2024-01-01T22:30:00 -0.007212 -0.006033 -0.007126
2024-01-01T22:31:00 -0.007041 -0.005203 -0.008550
2024-01-01T22:32:00 -0.006822  0.000589 -0.007844
2024-01-01T22:33:00 -0.007466 -0.001057 -0.007585
2024-01-01T22:34:00 -0.007122 -0.004325 -0.008442
2024-01-01T22:35:00 -0.006582  0.001262 -0.008421
2024-01-01T22:36:00 -0.006274  0.000179 -0.008632
2024-01-01T22:37:00 -0.004813 -0.004181 -0.008260
2024-01-01T22:38:00 -0.005173 -0.002915 -0.008492
2024-01-01T22:39:00 -0.005165  0.000892 -0.009353
2024-01-01T22:40:00 -0.004163 -0.002551 -0.009117
2024-01-01T22:41:00 -0.004257 -0.001080 -0.008426
2024-01-01T22:42:00 -0.003305  0.002301 -0.008706
2024-01-01T22:43:00 -0.003602 -0.000520 -0.009113
2024-01-01T22:44:00 -0.002645  0.000504 -0.008812
2024-01-01T22:45:00 -0.002655  0.003923 -0.008441
2024-01-01T22:46:00 -0.001655  0.000241 -0.008700
2024-01-01T22:47:00 -0.002209  0.001191 -0.008298
2024-01-01T22:48:00 -0.001631  0.004450 -0.008002
2024-01-01T22:49:00 -0.001158  0.001187 -0.007452
2024-01-01T22:50:00 -0.000910  0.001624 -0.008014
2024-01-01T22:51:00 -0.000825  0.004761 -0.007446
2024-01-01T22:52:00 -0.000592  0.001350 -0.007807
2024-01-01T22:53:00 -0.000471  0.002052 -0.007341
2024-01-01T22:54:00  0.000075  0.001203 -0.007076
2024-01-01T22:55:00  0.000110  0.005474 -0.005504
2024-01-01T22:56:00  0.000234  0.001999 -0.005408
2024-01-01T22:57:00  0.000445  0.001434 -0.005479
2024-01-01T22:58:00  0.000760  0.007250 -0.004733
2024-01-01T22:59:00  0.000381  0.002397 -0.003972
2024-01-01T23:00:00 -0.000305  0.001762 -0.003177
2024-01-01T23:01:00  0.000254  0.007286 -0.001526
2024-01-01T23:02:00 -0.000422  0.003394 -0.001906
2024-01-01T23:03:00 -0.001431  0.002043 -0.000532
2024-01-01T23:04:00 -0.001752  0.007892  0.000537
2024-01-01T23:05:00 -0.002698  0.004039  0.002177
2024-01-01T23:06:00 -0.002758  0.002542  0.002576
2024-01-01T23:07:00 -0.003381  0.007809  0.003473
2024-01-01T23:08:00 -0.004075  0.004688  0.005772
2024-01-01T23:09:00 -0.004727  0.002296  0.006013
2024-01-01T23:10:00 -0.005312  0.003686  0.007439
2024-01-01T23:11:00 -0.006476  0.005775  0.008751
2024-01-01T23:12:00 -0.006955  0.003918  0.009877
2024-01-01T23:13:00 -0.007009  0.005392  0.010030
2024-01-01T23:14:00 -0.008479  0.006959  0.011023
2024-01-01T23:15:00 -0.008890  0.005544  0.012092
2024-01-01T23:16:00 -0.009180  0.007152  0.012832
2024-01-01T23:17:00 -0.010448  0.013087  0.013830
2024-01-01T23:18:00 -0.011343  0.013076  0.014521
2024-01-01T23:19:00 -0.010915  0.009405  0.014385
2024-01-01T23:20:00 -0.011254  0.015545  0.015402
2024-01-01T23:21:00 -0.012590  0.015532  0.015423
2024-01-01T23:22:00 -0.013863  0.013089  0.016370
2024-01-01T23:23:00 -0.013790  0.015069  0.016817
2024-01-01T23:24:00 -0.014023  0.020250  0.016085
2024-01-01T23:25:00 -0.014349  0.016861  0.016347
2024-01-01T23:26:00 -0.015226  0.019610  0.017107
2024-01-01T23:27:00 -0.015986  0.024913  0.016105
2024-01-01T23:28:00 -0.017165  0.022351  0.017234
2024-01-01T23:29:00 -0.017775  0.025242  0.017580
2024-01-01T23:30:00 -0.017945  0.029964  0.017537
2024-01-01T23:31:00 -0.018769  0.028063  0.016628
2024-01-01T23:32:00 -0.019345  0.031345  0.016410
2024-01-01T23:33:00 -0.020335  0.036751  0.016121
2024-01-01T23:34:00 -0.020870  0.034689  0.016087
2024-01-01T23:35:00 -0.022315  0.038017  0.015046
2024-01-01T23:36:00 -0.023222  0.042968  0.015161
2024-01-01T23:37:00 -0.022873  0.041437  0.014360
2024-01-01T23:38:00 -0.023824  0.044979  0.013593
2024-01-01T23:39:00 -0.023660  0.044953  0.014016
2024-01-01T23:40:00 -0.024236  0.053514  0.012831
2024-01-01T23:41:00 -0.024677  0.051516  0.013231
2024-01-01T23:42:00 -0.025905  0.053265  0.012525
2024-01-01T23:43:00 -0.025260  0.060136  0.011396
2024-01-01T23:44:00 -0.025887  0.058789  0.010680
2024-01-01T23:45:00 -0.025863  0.060135  0.009784
2024-01-01T23:46:00 -0.025852  0.068453  0.008397
2024-01-01T23:47:00 -0.025867  0.067314  0.008257
2024-01-01T23:48:00 -0.026142  0.068486  0.007484
2024-01-01T23:49:00 -0.026649  0.076674  0.006310
2024-01-01T23:50:00 -0.026476  0.074041  0.006436
2024-01-01T23:51:00 -0.026337  0.075594  0.004831
2024-01-01T23:52:00 -0.026493  0.083910  0.004224
2024-01-01T23:53:00 -0.026022  0.082546  0.002815
2024-01-01T23:54:00 -0.024738  0.082774  0.002617
2024-01-01T23:55:00 -0.025370  0.085449  0.001881
2024-01-01T23:56:00 -0.024747  0.089117  0.000797
2024-01-01T23:57:00 -0.023500  0.090122  0.000615
2024-01-01T23:58:00 -0.023303  0.093228 -0.000912
2024-01-01T23:59:00 -0.021758  0.096584 -0.000144
2024-01-02T00:00:00 -0.019367  0.098665  0.004700
